ФИО аудитора ПАБ;Должность (профессия) аудитора ПАБ;Дата проведения ПАБ;Стаж аудитора ПАБ в занимаемой должности (профессии), лет;Возраст аудитора ПАБ, лет;Продолжительность междувахтового отдыха аудитора ПАБ, предшествующего вахте (в днях);Продолжительность вахты аудитора ПАБ, дней;Нахождение на рабочей вахте аудитора ПАБ после прилёта в день проведения ПАБ (в днях);ФИО_работника;Профессия_работника;Стаж_работника;Стаж_категории;Возраст_работника;Возраст_категории;Продолжительность_вахты;Продолжительность_междувахтового_отдыха;Балл_анкетирования;Балл_категории;Индекс_массы_тела;Индекс_категории;Адаптационный_потенциал;Адаптационный_потенциал_категории;Нахождение_на_рабочей_вахте;Физическое_утомление;Месяц_ПАБ;Переход_из_ночной_смены;Выход_после_праздника;Количество_выявленных_опасных_действий;;;num
40;5;05.07.2024;22;56;28;33;27;206;7;18;5;41;3;33;28;-9;3;28;3;3,01;2;15;0;7;0;0;0;;;1167
44;4;06.07.2024;12;51;29;32;22;215;4;3;2;29;2;46;80;-19;2;24;2;2,6;1;43;1;7;0;0;0;;;1168
21;3;06.07.2024;8;38;31;30;29;160;3;23;5;55;4;33;28;-30;1;26;3;2,81;2;29;1;7;0;0;0;;;1169
27;5;07.07.2024;2;31;31;28;14;63;5;14;4;47;4;29;30;-19;2;18;2;2,6;1;11;0;7;0;0;0;;;1170
22;2;08.07.2024;4;38;30;29;29;190;2;9;4;33;2;31;37;-5;3;21;2;2,5;1;16;0;7;0;0;0;;;1171
44;4;08.07.2024;12;51;29;32;24;14;4;14;4;40;3;36;71;-4;3;26;3;2,65;2;1;0;7;0;0;0;;;1172
46;2;08.07.2024;14;38;29;30;29;117;2;0;1;33;2;29;32;2;3;26;3;2,8;2;27;0;7;0;0;0;;;1173
37;5;09.07.2024;7;31;30;31;1;35;7;14;4;34;2;31;28;2;3;20;2;2,75;2;28;1;7;0;0;0;;;1174
46;2;09.07.2024;14;38;29;30;30;199;2;23;5;49;4;29;35;-9;3;26;3;2,78;2;23;0;7;0;0;0;;;1175
50;3;10.07.2024;8;45;27;34;3;168;3;8;4;40;3;35;30;2;3;26;3;2,54;1;30;1;7;0;0;0;;;1176
31;7;10.07.2024;15;39;27;33;28;117;2;0;1;33;2;29;32;2;3;26;3;2,8;2;29;1;7;0;0;0;;;1177
28;2;11.07.2024;1;30;28;33;1;11;1;14;4;61;5;34;61;-8;3;23;2;2,6;1;32;1;7;0;0;0;;;1178
27;5;12.07.2024;2;31;31;28;19;146;5;14;4;59;5;46;28;1;3;19;2;2,7;2;35;0;7;0;0;0;;;1179
28;2;13.07.2024;1;30;28;33;3;12;2;8;4;33;2;31;30;-7;3;20;2;2,5;1;2;0;7;0;0;0;;;1180
37;5;14.07.2024;7;31;30;31;5;141;7;20;5;52;4;36;41;-30;1;19;2;2,95;2;7;0;7;0;0;0;;;1181
27;5;15.07.2024;2;31;31;28;22;177;5;14;4;44;3;27;32;-5;3;25;2;2,8;2;19;0;7;0;0;1;;;1182
1;11;15.07.2024;14;41;71;36;8;82;4;21;5;56;5;46;76;-13;2;26,5;3;2,8;2;21;0;7;0;0;0;;;1183
37;5;16.07.2024;7;31;30;31;7;75;7;8;4;37;3;33;30;-20;2;19;2;2,67;2;11;0;7;0;0;0;;;1184
50;3;16.07.2024;8;45;27;34;9;101;3;1;1;35;2;33;28;12;4;14,9;1;2,59;1;2;0;7;0;0;0;;;1185
1;11;16.07.2024;14;41;71;36;9;70;4;11;4;37;3;46;55;-6;3;26;3;2,5;1;7;0;7;0;0;0;;;1186
3;4;16.07.2024;13;47;30;31;1;67;4;21;5;58;5;44;48;-1;3;30;3;3,5;3;2;0;7;0;0;0;;;1187
50;3;17.07.2024;8;45;27;34;10;89;3;14;4;47;4;30;31;-9;3;25;2;2,75;2;22;0;7;0;0;0;;;1188
3;4;17.07.2024;13;47;30;31;2;82;4;21;5;56;5;48;76;-13;2;26,5;3;2,9;2;23;0;7;0;0;0;;;1189
27;5;18.07.2024;2;31;31;28;25;63;5;14;4;47;4;29;30;-19;2;20;2;3;2;22;0;7;0;0;0;;;1190
27;5;18.07.2024;2;31;31;28;25;146;5;14;4;59;5;46;28;1;3;22;2;2,7;2;41;1;7;0;0;0;;;1191
28;2;18.07.2024;1;30;28;33;8;33;2;12;4;35;2;44;46;1;3;28;3;2,8;2;25;1;7;1;0;0;;;1192
32;8;18.07.2024;13;36;30;31;3;33;2;12;4;35;2;44;46;1;3;28;3;2,8;2;25;1;7;1;0;0;;;1193
32;8;18.07.2024;13;36;30;31;3;190;2;9;4;33;2;31;37;-5;3;21;2;2,5;1;26;0;7;0;0;0;;;1194
25;6;19.07.2024;13;36;31;30;27;7;2;31;6;59;5;44;46;-6;3;27,7;3;3,05;2;10;0;7;0;0;1;;;1195
34;2;20.07.2024;18;41;29;29;11;120;2;16;5;37;3;28;31;-16;2;14;1;2,5;1;28;1;6;0;0;0;;;1196
1;11;20.07.2024;14;41;71;36;13;33;4;11;4;35;2;46;46;1;3;26;3;2,6;1;27;1;7;0;0;0;;;1197
27;5;20.07.2024;2;30;31;28;27;46;5;3;2;44;3;42;64;-5;3;24;2;2,7;2;7;0;7;0;0;1;;;1198
48;2;20.07.2024;1;34;32;42;9;122;2;2;2;29;2;29;30;6;3;20;2;2,4;1;10;0;7;0;0;0;;;1199
37;5;20.07.2024;7;31;30;31;11;77;7;21;5;43;3;31;29;-29;2;19;2;2,85;2;9;0;7;0;0;0;;;1200
37;5;20.07.2024;7;31;30;31;11;77;7;21;5;43;3;31;28;-29;2;19;2;2,85;2;9;0;7;0;0;0;;;1201
32;8;22.07.2024;13;36;30;31;7;33;2;12;4;35;2;44;46;1;3;28;3;2,8;2;29;1;7;0;0;0;;;1202
32;8;22.07.2024;13;36;30;31;7;102;4;3;2;35;2;33;41;-10;3;20;2;2,5;1;30;1;7;0;0;0;;;1203
52;6;24.07.2024;20;44;27;32;2;8;2;15;4;38;3;29;30;-7;3;24,7;2;2,446;1;1;0;7;0;0;0;;;1204
3;4;25.07.2024;13;47;30;31;10;109;4;7;4;36;3;31;30;-19;2;23;2;2,45;1;2;0;7;0;0;0;;;1205
52;6;25.07.2024;20;44;27;32;3;72;2;1;1;44;3;29;76;1;3;27,7;3;2,568;1;15;0;7;0;0;0;;;1206
52;6;26.07.2024;20;44;27;32;4;8;2;15;4;38;3;29;30;-7;3;24,7;2;2,446;1;2;0;7;0;0;0;;;1207
23;5;26.07.2024;14;43;27;32;4;156;5;5;3;30;2;34;37;4;3;25;2;2,6;1;4;0;7;0;0;0;;;1208
34;2;26.07.2024;18;41;29;29;16;82;4;31;6;57;5;44;76;0;3;26;3;2,7;2;22;0;7;0;0;0;;;1209
52;6;27.07.2024;20;44;27;32;5;7;2;31;6;59;5;44;46;-6;3;27,7;3;2,833;2;18;0;7;0;0;0;;;1210
48;2;27.07.2024;1;34;32;42;16;33;2;12;4;35;2;44;46;1;3;28;3;2,8;2;34;1;7;0;0;0;;;1211
50;3;28.07.2024;8;45;27;34;22;101;3;1;1;35;2;33;28;12;4;14,9;1;2,59;1;14;0;7;0;0;0;;;1212
37;5;28.07.2024;7;31;30;31;20;101;3;1;1;35;2;33;28;12;4;14,9;1;2,59;1;14;0;7;0;0;0;;;1213
3;4;29.07.2024;13;47;30;31;14;67;4;21;5;58;5;44;48;-1;3;30;3;3,5;3;15;0;7;0;0;0;;;1214
50;3;30.07.2024;8;45;27;34;24;116;3;16;5;57;5;46;55;-43;1;25,5;3;2,88;2;22;0;7;0;0;0;;;1215
50;3;30.07.2024;8;45;27;34;24;162;3;13;4;50;4;34;36;-30;1;25,1;3;2,66;2;15;0;7;0;0;0;;;1216
23;5;31.07.2024;14;43;27;32;8;125;5;14;4;38;3;30;30;5;3;15;1;2,6;1;5;0;7;0;0;0;;;1217
45;1;31.07.2024;21;44;28;42;17;33;2;12;4;35;2;44;46;1;3;26;3;2,8;2;40;1;7;0;0;0;;;1218
23;5;01.08.2024;14;43;27;32;9;156;5;5;3;30;2;34;37;4;3;25;2;2,6;1;13;0;8;0;0;1;;;1219
23;5;01.08.2024;14;43;27;32;9;182;5;1;1;32;2;28;31;-5;3;25;2;2,6;1;6;0;8;0;0;1;;;1220
28;2;02.08.2024;1;30;28;33;23;187;1;9;4;38;3;29;30;-4;3;23;2;2,5;1;24;0;8;0;0;0;;;1221
37;5;02.08.2024;7;31;30;31;24;141;7;20;5;52;4;36;41;-30;1;19;2;2,95;2;27;1;8;0;0;0;;;1222
37;5;02.08.2024;7;31;30;31;24;141;7;20;5;52;4;36;41;-30;1;19;2;2,95;2;27;1;8;0;0;0;;;1223
37;5;02.08.2024;7;31;30;31;24;75;7;8;4;37;3;33;30;-20;2;19;2;2,67;2;25;1;8;0;0;0;;;1224
23;5;02.08.2024;14;43;27;32;10;136;5;14;4;40;3;34;26;-9;3;15;1;2,6;1;26;1;8;0;0;0;;;1225
34;2;02.08.2024;18;42;30;31;25;196;4;4;3;42;3;29;30;-27;2;28;3;2,9;2;33;1;8;0;0;0;;;1226
50;3;08.08.2024;8;45;27;34;33;160;3;23;5;55;4;34;28;-30;1;26;3;2,81;2;1;0;8;0;0;0;;;1227
50;3;08.08.2024;8;45;27;34;33;101;3;1;1;35;2;33;28;12;4;14,9;1;2,59;1;26;1;8;0;0;0;;;1228
40;5;08.08.2024;22;56;28;36;1;47;7;12;4;55;4;30;32;-40;1;19;2;2,87;2;4;0;8;0;0;0;;;1229
23;5;09.08.2024;14;43;27;32;17;156;5;5;3;30;2;34;37;4;3;25;2;2,6;1;18;0;8;0;0;1;;;1230
52;6;10.08.2024;20;44;27;32;19;8;2;15;4;39;3;29;30;-7;3;24,7;2;2,446;1;17;0;8;0;0;0;;;1231
48;2;11.08.2024;1;34;32;42;31;166;2;13;4;36;3;29;30;-7;3;21;2;2,5;1;27;1;8;0;0;0;;;1232
3;4;12.08.2024;13;47;30;31;28;109;4;7;4;36;3;31;30;-19;2;23;2;2,45;1;21;0;8;0;0;0;;;1233
40;5;12.08.2024;22;56;28;36;4;35;7;14;4;35;2;33;32;2;3;20;2;2,75;2;1;0;8;0;0;0;;;1234
46;2;16.08.2024;14;38;29;43;7;117;2;0;1;33;2;30;30;2;3;26;3;2,8;2;5;0;8;0;0;0;;;1235
21;3;17.08.2024;8;38;31;30;10;160;3;23;5;55;4;34;28;-30;1;26;3;2,81;2;10;0;8;0;0;0;;;1236
44;4;20.08.2024;12;51;29;33;6;109;4;7;4;36;3;31;30;-19;2;23;2;2,45;1;28;1;8;0;0;0;;;1237
44;4;20.08.2024;12;51;29;33;6;67;4;21;5;58;5;44;48;-1;3;30;3;3,5;3;37;1;8;0;0;0;;;1238
44;4;21.08.2024;12;51;29;33;7;215;4;3;2;29;2;32;31;-19;2;24;2;2,6;1;12;0;8;0;0;0;;;1239
27;5;26.08.2024;2;31;31;29;3;146;5;14;4;59;5;42;22;1;3;18;2;3;2;14;0;8;0;0;0;;;1240
46;2;26.08.2024;14;38;29;43;17;199;2;23;5;49;4;29;40;-9;3;26;3;2,78;2;2;0;8;0;0;0;;;1241
27;5;27.08.2024;2;31;31;29;4;63;5;14;4;47;4;30;30;-19;2;19;2;2,8;2;1;0;8;0;0;0;;;1242
46;2;28.08.2024;14;38;29;43;19;117;2;0;1;33;2;30;30;2;3;26;3;2,8;2;18;0;8;0;0;0;;;1243
22;2;29.08.2024;4;38;34;32;7;142;2;1;1;22;1;28;106;3;3;21;2;2,4;1;3;0;8;0;0;0;;;1244
40;5;30.08.2024;22;56;28;36;22;35;7;14;4;35;2;33;32;2;3;20;2;2,75;2;19;0;8;0;0;0;;;1245
46;2;31.08.2024;14;38;29;43;21;117;2;0;1;33;2;30;30;2;3;26;3;2,8;2;20;0;8;0;0;0;;;1246
35;12;01.09.2024;23;58;65;33;17;141;7;20;5;52;4;33;30;-30;1;19;2;2,95;2;10;0;9;0;0;0;;;1247
46;2;02.09.2024;14;38;29;43;23;145;2;19;5;42;3;31;59;-9;3;27;3;3;2;19;0;8;0;0;1;;;1248
46;2;02.09.2024;14;38;29;43;23;199;2;23;5;49;4;29;40;-9;3;26;3;2,78;2;19;0;9;0;0;1;;;1249
44;4;03.09.2024;12;51;29;33;20;215;4;3;2;29;2;32;31;-19;2;24;2;2,6;1;25;0;9;0;0;0;;;1250
27;5;06.09.2024;2;31;31;29;14;146;5;14;4;59;5;42;22;1;3;15;1;2,7;2;23;1;9;0;0;0;;;1251
11;10;06.09.2024;15;40;61;27;22;115;3;6;4;52;4;32;30;12;4;14,9;1;2,79;2;11;0;9;0;0;0;;;1252
44;4;09.09.2024;12;51;29;33;26;215;4;3;2;29;2;32;31;-19;2;24;2;2,6;1;28;1;9;0;0;0;;;1253
27;5;06.09.2024;2;31;31;29;14;63;5;14;4;47;4;30;30;-19;2;21;2;2,6;1;11;0;9;0;0;0;;;1254
11;10;08.09.2024;15;40;61;27;24;89;3;14;4;47;4;31;31;-9;3;25;2;2,75;2;15;0;9;0;0;0;;;1255
50;3;08.09.2024;8;45;28;33;1;160;3;23;5;55;4;34;28;-30;1;26;3;2,81;2;33;1;9;0;0;0;;;1256
27;5;09.09.2024;2;31;31;29;17;63;5;14;4;47;4;30;30;-19;2;20;2;2,7;2;14;0;9;0;0;0;;;1257
27;5;09.09.2024;2;31;31;29;17;146;5;14;4;59;5;42;22;1;3;22;2;2,8;2;26;0;9;0;0;0;;;1258
44;4;09.09.2024;12;51;29;33;26;215;4;3;2;29;2;32;31;-19;2;24;2;2,6;1;28;1;9;0;0;0;;;1259
37;5;09.09.2024;7;31;31;30;1;35;7;14;4;35;2;33;29;2;3;20;2;2,75;2;1;0;9;0;0;0;;;1260
46;2;12.09.2024;14;38;29;43;33;145;2;19;5;42;3;31;59;-9;3;27;3;3;2;27;0;9;0;0;0;;;1261
50;3;13.09.2024;8;45;28;33;7;115;3;6;4;52;4;32;30;12;4;14,9;1;2,79;2;20;0;9;0;0;0;;;1262
50;3;13.09.2024;8;45;28;33;7;162;3;13;4;50;4;28;33;-30;1;25,1;3;2,66;2;2;0;9;0;0;0;;;1263
46;2;13.09.2024;14;38;29;43;34;142;2;1;1;22;1;28;106;3;3;17;2;2,5;1;18;0;9;0;0;0;;;1264
35;12;13.09.2024;23;58;65;33;29;75;7;8;4;38;3;32;30;-20;2;19;2;2,67;2;4;0;9;0;0;0;;;1265
28;2;16.09.2024;1;30;33;41;2;24;2;10;4;31;2;28;37;-7;3;26;3;2,5;1;1;0;9;0;0;0;;;1266
50;3;17.09.2024;8;45;28;33;10;162;3;13;4;50;4;28;33;-30;1;25,1;3;2,66;2;6;0;9;0;0;0;;;1267
13;1;17.09.2024;15;41;45;37;36;190;2;9;4;34;2;40;32;-5;3;20;2;1,9;1;22;0;9;0;0;0;;;1268
1;11;17.09.2024;14;41;33;26;3;82;4;21;5;56;5;43;33;-13;2;26,5;3;2,8;2;6;0;9;0;0;0;;;1269
1;11;17.09.2024;14;41;33;26;3;147;4;10;4;34;2;31;29;-9;3;25;2;2,6;1;7;0;9;0;0;0;;;1270
28;2;17.09.2024;1;30;33;41;3;122;2;2;2;29;2;37;28;6;3;20;2;2,4;1;10;0;9;0;0;0;;;1271
27;5;18.09.2024;2;31;31;29;26;37;5;1;1;41;3;30;36;-5;3;25;2;2,9;2;25;0;9;0;0;0;;;1272
24;12;21.09.2024;11;33;30;31;29;35;7;14;4;35;2;32;28;2;3;20;2;2,75;2;8;0;9;0;0;0;;;1273
46;2;21.09.2024;14;38;29;43;42;142;2;1;1;22;1;28;106;3;3;17;2;2,5;1;27;1;9;0;0;1;;;1274
46;2;21.09.2024;14;38;29;43;42;199;2;23;5;49;4;29;40;-9;3;26;3;2,78;2;27;1;9;0;0;1;;;1275
24;12;22.09.2024;11;33;30;31;30;80;7;21;5;62;5;31;28;-11;2;16;2;2,98;2;15;0;9;0;0;0;;;1276
52;6;23.09.2024;20;44;28;31;1;1;2;1;1;44;3;28;37;1;3;27,7;3;2,568;1;7;0;9;0;0;0;;;1277
3;4;23.09.2024;13;47;31;30;8;67;4;21;5;58;5;35;26;-1;3;30;3;3,5;3;1;0;9;0;0;0;;;1278
1;11;23.09.2024;14;41;33;26;9;82;4;21;5;57;5;43;33;-13;2;26,5;3;2,8;2;12;0;9;0;0;0;;;1279
1;11;23.09.2024;14;41;33;26;9;195;4;3;2;41;3;31;30;-27;2;27;3;2,75;2;18;0;9;0;0;0;;;1280
23;5;28.09.2024;14;43;27;32;5;156;5;5;3;30;2;29;30;4;3;25;2;2,6;1;2;0;9;0;0;1;;;1281
37;5;30.09.2024;7;31;31;30;21;179;7;0;1;21;1;45;42;0;3;14;1;2,54;1;15;0;9;0;0;0;;;1282
23;5;03.10.2024;14;43;27;32;12;156;5;5;3;30;2;29;30;4;3;25;2;2,6;1;7;0;10;0;0;0;;;1283
45;1;03.10.2024;21;44;26;33;11;156;5;5;3;30;2;29;29;-5;3;17;2;3;2;8;0;10;0;0;0;;;1284
52;6;03.10.2024;20;44;28;31;11;1;2;1;1;44;3;28;37;1;3;27,7;3;2,568;1;17;0;10;0;0;0;;;1285
1;11;04.10.2024;14;41;33;26;20;139;4;2;2;42;3;31;32;-13;2;26;3;2,65;2;8;0;10;0;0;0;;;1286
1;11;04.10.2024;14;41;33;26;20;195;4;3;2;41;3;31;27;-27;2;27;3;2,75;2;30;1;10;0;0;0;;;1287
34;2;04.10.2024;18;41;47;43;11;187;1;9;4;38;3;28;30;-4;3;21;2;2,7;2;17;0;7;1;0;0;;;1288
37;5;06.10.2024;7;31;31;30;26;35;7;14;4;35;2;33;29;2;3;20;2;2,75;2;11;0;10;0;0;0;;;1289
52;6;05.10.2024;20;44;28;31;13;1;2;1;1;44;3;28;37;1;3;27,7;3;2,568;1;19;0;10;0;0;0;;;1290
37;5;05.10.2024;7;31;31;30;25;35;7;14;4;35;2;33;29;2;3;20;2;2,75;2;10;0;10;0;0;0;;;1291
28;2;07.10.2024;1;30;33;41;23;122;2;2;2;29;2;37;28;6;3;20;2;2,4;1;30;1;10;0;0;0;;;1292
3;4;07.10.2024;13;47;31;30;22;67;4;21;5;58;5;35;26;-1;3;30;3;3,5;3;15;0;10;0;0;0;;;1293
21;3;08.10.2024;8;38;30;31;1;160;3;23;5;55;4;36;27;-30;1;26;3;2,81;2;1;0;10;0;0;0;;;1294
45;1;08.10.2024;21;44;26;33;16;159;3;22;5;54;4;34;27;-30;1;26;3;2,81;2;1;0;10;0;0;0;;;1295
50;3;08.10.2024;8;45;28;33;32;209;3;11;4;35;2;32;45;1;3;25,6;3;2,77;2;28;1;10;0;0;0;;;1296
28;2;10.10.2024;1;30;33;41;26;62;2;17;5;41;3;32;41;9;3;29;3;2,8;2;19;0;10;0;0;0;;;1297
21;3;10.10.2024;8;38;30;31;3;96;3;13;4;30;2;36;90;-21;2;24;2;2,77;2;5;0;10;0;0;0;;;1298
45;1;10.10.2024;21;44;26;33;18;96;3;11;4;30;2;34;80;-21;2;21;2;2,7;2;1;0;10;0;0;0;;;1299
3;4;10.10.2024;13;47;31;30;25;215;4;3;2;29;2;37;28;-19;2;24;2;2,6;1;1;0;10;0;0;0;;;1300
32;8;12.10.2024;13;36;55;31;3;62;2;17;5;41;3;32;41;9;3;29;3;2,8;2;21;0;10;0;0;0;;;1301
32;8;12.10.2024;13;36;55;31;3;178;1;6;4;38;3;28;40;-3;3;23;2;2,5;1;18;0;10;0;0;0;;;1302
40;5;14.10.2024;22;56;27;34;6;141;7;20;5;52;4;33;31;-30;1;19;2;2,95;2;3;0;10;0;0;0;;;1303
21;3;14.10.2024;8;38;30;31;7;160;3;23;5;55;4;36;27;-30;1;26;3;2,81;2;6;0;10;0;0;0;;;1304
45;1;14.10.2024;21;44;26;33;22;159;3;22;5;54;4;34;27;-30;1;26;3;2,81;2;7;0;10;0;0;0;;;1305
32;8;15.10.2024;13;36;55;31;6;12;2;8;4;34;2;32;32;-7;3;20;2;2,5;1;1;0;10;0;0;0;;;1306
35;12;17.10.2024;23;58;28;33;2;179;7;0;1;21;1;45;42;0;3;14;1;2,54;1;32;1;10;0;0;0;;;1307
35;12;17.10.2024;23;58;28;33;2;179;7;0;1;21;1;45;42;0;3;14;1;2,54;1;32;1;10;0;0;0;;;1308
11;10;17.10.2024;15;40;34;27;2;73;3;4;3;29;2;31;30;-23;2;25;2;2,5;1;8;0;10;0;0;0;;;1309
34;2;19.10.2024;18;41;47;43;26;211;2;19;5;43;3;27;51;-4;3;27;3;2,9;2;5;0;10;0;0;0;;;1310
48;2;19.10.2024;1;34;46;29;10;62;2;17;5;41;3;32;41;9;3;29;3;2,8;2;28;1;10;0;0;0;;;1311
13;1;21.10.2024;15;41;24;37;9;26;1;6;4;31;2;29;30;8;3;16;2;2,4;1;13;0;10;1;0;0;;;1312
21;3;21.10.2024;8;38;30;31;14;96;3;13;4;30;2;36;90;-21;2;24;2;2,77;2;16;0;10;0;0;0;;;1313
45;1;21.10.2024;21;44;26;33;29;96;3;11;4;30;2;34;80;-21;2;21;2;2,7;2;5;0;10;0;0;0;;;1314
44;4;22.10.2024;12;51;28;29;8;67;4;21;5;58;5;35;26;-1;3;30;3;3,5;3;30;1;10;0;0;0;;;1315
44;4;23.10.2024;12;51;28;29;9;215;4;3;2;29;2;37;28;-19;2;24;2;2,6;1;14;0;10;0;0;0;;;1316
23;5;23.10.2024;14;43;27;32;31;156;5;5;3;30;2;29;30;4;3;25;2;2,6;1;27;1;10;0;1;0;;;1317
45;1;23.10.2024;21;44;26;33;31;156;5;5;3;30;2;29;29;-5;3;17;2;3;2;28;1;10;1;0;1;;;1318
26;8;24.10.2024;19;44;31;36;2;19;4;14;4;35;2;34;45;-3;3;26;3;2,9;2;13;0;10;0;0;0;;;1319
26;8;24.10.2024;19;44;31;36;2;154;4;10;4;39;3;29;30;1;3;22;2;2,9;2;16;0;10;0;0;0;;;1320
26;8;24.10.2024;19;44;31;36;2;19;4;14;4;35;2;34;45;-3;3;26;3;2,9;2;13;0;10;0;0;0;;;1321
26;8;24.10.2024;19;44;31;36;2;154;4;10;4;39;3;29;30;1;3;22;2;2,9;2;16;0;10;0;0;0;;;1322
31;7;25.10.2024;15;39;27;41;1;11;1;13;4;61;5;44;39;-8;3;23;2;2,4;1;1;0;10;0;0;0;;;1323
48;2;25.10.2024;1;34;46;29;16;145;2;19;5;42;3;34;36;-9;3;27;3;2,8;2;3;0;10;0;0;0;;;1324
31;7;26.10.2024;15;39;27;41;2;69;7;17;5;44;3;32;40;-20;2;24;2;2,9;2;4;0;10;0;0;0;;;1325
27;5;28.10.2024;2;31;31;29;5;63;5;14;4;47;4;43;30;-19;2;21;2;2,7;2;2;0;10;0;0;0;;;1326
11;10;28.10.2024;15;40;34;27;13;89;3;14;4;47;4;31;30;-9;3;25;2;2,75;2;4;0;10;0;0;0;;;1327
25;6;28.10.2024;13;36;44;30;6;7;2;31;6;59;5;29;46;-6;3;27,7;3;2,833;2;19;0;10;0;0;1;;;1328
22;2;30.10.2024;4;38;34;38;1;142;2;1;1;22;1;27;31;3;3;21;2;2,4;1;4;0;10;0;0;0;;;1329
44;4;31.10.2024;12;51;28;29;17;100;4;0;1;24;1;31;30;-15;2;23;2;2,45;1;8;0;10;0;0;0;;;1330
27;5;01.11.2024;2;31;31;29;9;63;5;14;4;47;4;43;30;-19;2;20;2;2,8;2;6;0;11;0;0;0;;;1331
21;3;05.11.2024;8;38;30;31;29;96;3;13;4;30;2;36;90;-21;2;24;2;2,77;2;32;1;11;0;0;0;;;1332
44;4;05.11.2024;12;51;28;29;21;215;4;3;2;29;2;37;28;-19;2;24;2;2,6;1;27;1;11;1;0;0;;;1333
34;2;05.11.2024;18;41;47;43;41;33;2;12;4;35;2;29;30;1;3;26;3;2,8;2;16;0;11;0;0;1;;;1334
11;10;05.11.2024;15;40;34;27;21;160;3;23;5;55;4;36;27;-30;1;26;3;2,81;2;30;1;11;0;0;0;;;1335
21;3;06.11.2024;8;38;30;31;30;160;3;23;5;55;4;36;27;-30;1;26;3;2,81;2;31;1;11;0;0;0;;;1336
44;4;06.11.2024;12;51;28;29;22;19;4;13;4;35;2;36;45;-3;3;27;3;2,6;1;26;1;11;0;0;0;;;1337
40;5;06.11.2024;22;56;27;34;29;77;7;21;5;43;3;29;31;-29;2;19;2;2,85;2;14;0;11;0;0;0;;;1338
25;6;09.11.2024;13;36;44;30;15;8;2;15;4;39;3;28;77;-7;3;24,7;2;2,446;1;1;0;10;0;0;0;;;1339
25;6;11.11.2024;13;36;44;30;17;4;2;8;4;50;4;46;134;-51;1;2,47;1;2,616;2;1;0;11;0;0;0;;;1340
3;4;11.11.2024;13;47;25;36;2;109;4;7;4;36;3;45;77;-19;2;23;2;2,45;1;3;0;11;0;0;0;;;1341
37;5;11.11.2024;7;31;31;45;2;141;7;20;5;52;4;32;30;-30;1;19;2;2,95;2;1;0;11;0;0;0;;;1342
46;2;11.11.2024;14;38;46;34;2;117;2;0;1;34;2;33;56;2;3;26;3;2,8;2;4;0;11;0;0;1;;;1343
46;2;15.11.2024;14;38;46;34;6;199;2;23;5;49;4;26;48;-9;3;26;3;2,78;2;4;0;11;0;0;1;;;1344
50;3;15.11.2024;8;45;28;32;9;101;3;1;1;36;3;32;29;12;4;14,9;1;2,59;1;1;0;11;0;0;0;;;1345
46;2;16.11.2024;14;38;46;34;7;142;2;1;1;22;1;28;31;3;3;17;2;2,5;1;19;0;11;0;0;0;;;1346
25;6;16.11.2024;13;36;44;30;22;1;2;1;1;44;3;28;31;1;3;27,7;3;2,568;1;1;0;11;0;0;0;;;1347
22;2;17.11.2024;4;38;34;38;19;142;2;1;1;22;1;27;31;3;3;21;2;2,4;1;22;0;11;0;0;0;;;1348
22;2;17.11.2024;4;38;34;38;19;185;2;0,5;1;22;1;41;-;10;3;19;2;2,4;1;37;0;11;0;0;0;;;1349
27;5;17.11.2024;2;31;31;29;24;63;5;14;4;47;4;43;30;-19;2;18;2;2,6;1;22;0;11;0;0;1;;;1350
11;10;18.11.2024;15;40;28;32;9;101;3;1;1;36;3;32;29;12;4;14,9;1;2,59;1;1;0;11;0;0;0;;;1351
25;6;20.11.2024;13;36;44;30;26;8;2;15;4;39;3;28;77;-7;3;24,7;2;2,446;1;11;0;11;0;0;0;;;1352
27;5;20.11.2024;2;31;31;29;27;63;5;14;4;47;4;43;30;-19;2;19;2;2,6;1;23;0;11;0;0;1;;;1353
37;5;21.11.2024;7;31;31;45;12;141;7;20;5;52;4;32;30;-30;1;19;2;2,95;2;12;0;11;0;0;0;;;1354
46;2;21.11.2024;14;38;46;34;12;117;2;0;1;34;2;33;56;2;3;26;3;2,8;2;14;0;11;0;0;0;;;1355
22;2;22.11.2024;4;38;34;38;24;142;2;1;1;22;1;27;31;3;3;21;2;2,4;1;27;0;11;0;0;1;;;1356
25;6;25.11.2024;13;36;44;30;31;10;2;8;4;50;4;46;134;-51;1;2,47;1;2,616;2;15;0;11;0;0;0;;;1357
50;3;26.11.2024;8;45;28;32;20;101;3;1;1;36;3;32;29;12;4;14,9;1;2,59;1;12;0;11;0;0;0;;;1358
37;5;27.11.2024;7;31;31;45;18;38;7;2;2;24;1;31;30;-5;3;14;1;2,55;1;5;0;11;0;0;0;;;1359
23;5;28.11.2024;14;43;28;32;5;177;5;14;4;44;3;30;33;-5;3;25;2;2,7;2;14;0;11;0;0;1;;;1360
23;5;28.11.2024;14;43;28;32;5;37;5;1;1;42;3;29;60;-5;3;25;2;2,8;2;2;0;11;0;0;1;;;1361
25;6;29.11.2024;13;36;44;30;35;169;2;15;4;39;3;28;77;-7;3;24,7;2;2,446;1;20;0;11;0;0;0;;;1362
46;2;29.11.2024;14;38;46;34;20;199;2;23;5;49;4;26;48;-9;3;26;3;2,78;2;18;0;11;0;0;0;;;1363
