ФИО_аудитора_ПАБ;Должность_(профессия)_аудитора_ПАБ;Дата_проведения_ПАБ;Стаж_аудитора_ПАБ;Возраст_аудитора_ПАБ;Продолжительность_междувахтового_отдыха_аудитора_ПАБ;Продолжительность_вахты аудитора_ПАБ;Время_на_вахте_аудитора_ПАБ;ФИО_работника;Профессия_работника;Стаж_работника;Стаж_категории;Возраст_работника;Возраст_категории;Продолжительность_вахты;Продолжительность_междувахтового_отдыха;Балл_анкетирования;Балл_категории;Индекс_массы_тела;Индекс_категории;Адаптационный_потенциал;Адаптационный_потенциал_категории;Нахождение_на_рабочей_вахте;Физическое_утомление;Месяц_ПАБ;Переход_из_ночной_смены;Выход_после_праздника;Выявленные_опасные_действия
46;2;02.09.2024;14;38;29;43;23;199;2;23;5;49;4;29;40;-9;3;26;3;2,78;2;19;0;9;0;0;1
44;4;03.09.2024;12;51;29;33;20;215;4;3;2;29;2;32;31;-19;2;24;2;2,6;1;25;0;9;0;0;0
27;5;06.09.2024;2;31;31;29;14;146;5;14;4;59;5;42;22;1;3;15;1;2,7;2;23;1;9;0;0;0
11;10;06.09.2024;15;40;61;27;22;115;3;6;4;52;4;32;30;12;4;14,9;1;2,79;2;11;0;9;0;0;0
44;4;09.09.2024;12;51;29;33;26;215;4;3;2;29;2;32;31;-19;2;24;2;2,6;1;28;1;9;0;0;0
27;5;06.09.2024;2;31;31;29;14;63;5;14;4;47;4;30;30;-19;2;21;2;2,6;1;11;0;9;0;0;0
11;10;08.09.2024;15;40;61;27;24;89;3;14;4;47;4;31;31;-9;3;25;2;2,75;2;15;0;9;0;0;0
50;3;08.09.2024;8;45;28;33;1;160;3;23;5;55;4;34;28;-30;1;26;3;2,81;2;33;1;9;0;0;0
27;5;09.09.2024;2;31;31;29;17;63;5;14;4;47;4;30;30;-19;2;20;2;2,7;2;14;0;9;0;0;0
27;5;09.09.2024;2;31;31;29;17;146;5;14;4;59;5;42;22;1;3;22;2;2,8;2;26;0;9;0;0;0
44;4;09.09.2024;12;51;29;33;26;215;4;3;2;29;2;32;31;-19;2;24;2;2,6;1;28;1;9;0;0;0
37;5;09.09.2024;7;31;31;30;1;35;7;14;4;35;2;33;29;2;3;20;2;2,75;2;1;0;9;0;0;0
46;2;12.09.2024;14;38;29;43;33;145;2;19;5;42;3;31;59;-9;3;27;3;3;2;27;0;9;0;0;0
50;3;13.09.2024;8;45;28;33;7;115;3;6;4;52;4;32;30;12;4;14,9;1;2,79;2;20;0;9;0;0;0
50;3;13.09.2024;8;45;28;33;7;162;3;13;4;50;4;28;33;-30;1;25,1;3;2,66;2;2;0;9;0;0;0
46;2;13.09.2024;14;38;29;43;34;142;2;1;1;22;1;28;106;3;3;17;2;2,5;1;18;0;9;0;0;0
35;12;13.09.2024;23;58;65;33;29;75;7;8;4;38;3;32;30;-20;2;19;2;2,67;2;4;0;9;0;0;0
28;2;16.09.2024;1;30;33;41;2;24;2;10;4;31;2;28;37;-7;3;26;3;2,5;1;1;0;9;0;0;0
50;3;17.09.2024;8;45;28;33;10;162;3;13;4;50;4;28;33;-30;1;25,1;3;2,66;2;6;0;9;0;0;0
13;1;17.09.2024;15;41;45;37;36;190;2;9;4;34;2;40;32;-5;3;20;2;1,9;1;22;0;9;0;0;0
1;11;17.09.2024;14;41;33;26;3;82;4;21;5;56;5;43;33;-13;2;26,5;3;2,8;2;6;0;9;0;0;0
1;11;17.09.2024;14;41;33;26;3;147;4;10;4;34;2;31;29;-9;3;25;2;2,6;1;7;0;9;0;0;0
28;2;17.09.2024;1;30;33;41;3;122;2;2;2;29;2;37;28;6;3;20;2;2,4;1;10;0;9;0;0;0
27;5;18.09.2024;2;31;31;29;26;37;5;1;1;41;3;30;36;-5;3;25;2;2,9;2;25;0;9;0;0;0
24;12;21.09.2024;11;33;30;31;29;35;7;14;4;35;2;32;28;2;3;20;2;2,75;2;8;0;9;0;0;0
46;2;21.09.2024;14;38;29;43;42;142;2;1;1;22;1;28;106;3;3;17;2;2,5;1;27;1;9;0;0;1
46;2;21.09.2024;14;38;29;43;42;199;2;23;5;49;4;29;40;-9;3;26;3;2,78;2;27;1;9;0;0;1
24;12;22.09.2024;11;33;30;31;30;80;7;21;5;62;5;31;28;-11;2;16;2;2,98;2;15;0;9;0;0;0
52;6;23.09.2024;20;44;28;31;1;1;2;1;1;44;3;28;37;1;3;27,7;3;2,568;1;7;0;9;0;0;0
3;4;23.09.2024;13;47;31;30;8;67;4;21;5;58;5;35;26;-1;3;30;3;3,5;3;1;0;9;0;0;0
1;11;23.09.2024;14;41;33;26;9;82;4;21;5;57;5;43;33;-13;2;26,5;3;2,8;2;12;0;9;0;0;0
1;11;23.09.2024;14;41;33;26;9;195;4;3;2;41;3;31;30;-27;2;27;3;2,75;2;18;0;9;0;0;0
23;5;28.09.2024;14;43;27;32;5;156;5;5;3;30;2;29;30;4;3;25;2;2,6;1;2;0;9;0;0;1
37;5;30.09.2024;7;31;31;30;21;179;7;0;1;21;1;45;42;0;3;14;1;2,54;1;15;0;9;0;0;0
23;5;03.10.2024;14;43;27;32;12;156;5;5;3;30;2;29;30;4;3;25;2;2,6;1;7;0;10;0;0;0
45;1;03.10.2024;21;44;26;33;11;156;5;5;3;30;2;29;29;-5;3;17;2;3;2;8;0;10;0;0;0
52;6;03.10.2024;20;44;28;31;11;1;2;1;1;44;3;28;37;1;3;27,7;3;2,568;1;17;0;10;0;0;0
1;11;04.10.2024;14;41;33;26;20;139;4;2;2;42;3;31;32;-13;2;26;3;2,65;2;8;0;10;0;0;0
1;11;04.10.2024;14;41;33;26;20;195;4;3;2;41;3;31;27;-27;2;27;3;2,75;2;30;1;10;0;0;0
34;2;04.10.2024;18;41;47;43;11;187;1;9;4;38;3;28;30;-4;3;21;2;2,7;2;17;0;7;1;0;0
37;5;06.10.2024;7;31;31;30;26;35;7;14;4;35;2;33;29;2;3;20;2;2,75;2;11;0;10;0;0;0
52;6;05.10.2024;20;44;28;31;13;1;2;1;1;44;3;28;37;1;3;27,7;3;2,568;1;19;0;10;0;0;0
37;5;05.10.2024;7;31;31;30;25;35;7;14;4;35;2;33;29;2;3;20;2;2,75;2;10;0;10;0;0;0
28;2;07.10.2024;1;30;33;41;23;122;2;2;2;29;2;37;28;6;3;20;2;2,4;1;30;1;10;0;0;0
3;4;07.10.2024;13;47;31;30;22;67;4;21;5;58;5;35;26;-1;3;30;3;3,5;3;15;0;10;0;0;0
21;3;08.10.2024;8;38;30;31;1;160;3;23;5;55;4;36;27;-30;1;26;3;2,81;2;1;0;10;0;0;0
45;1;08.10.2024;21;44;26;33;16;159;3;22;5;54;4;34;27;-30;1;26;3;2,81;2;1;0;10;0;0;0
50;3;08.10.2024;8;45;28;33;32;209;3;11;4;35;2;32;45;1;3;25,6;3;2,77;2;28;1;10;0;0;0
28;2;10.10.2024;1;30;33;41;26;62;2;17;5;41;3;32;41;9;3;29;3;2,8;2;19;0;10;0;0;0
21;3;10.10.2024;8;38;30;31;3;96;3;13;4;30;2;36;90;-21;2;24;2;2,77;2;5;0;10;0;0;0
45;1;10.10.2024;21;44;26;33;18;96;3;11;4;30;2;34;80;-21;2;21;2;2,7;2;1;0;10;0;0;0
3;4;10.10.2024;13;47;31;30;25;215;4;3;2;29;2;37;28;-19;2;24;2;2,6;1;1;0;10;0;0;0
32;8;12.10.2024;13;36;55;31;3;62;2;17;5;41;3;32;41;9;3;29;3;2,8;2;21;0;10;0;0;0
32;8;12.10.2024;13;36;55;31;3;178;1;6;4;38;3;28;40;-3;3;23;2;2,5;1;18;0;10;0;0;0
40;5;14.10.2024;22;56;27;34;6;141;7;20;5;52;4;33;31;-30;1;19;2;2,95;2;3;0;10;0;0;0
21;3;14.10.2024;8;38;30;31;7;160;3;23;5;55;4;36;27;-30;1;26;3;2,81;2;6;0;10;0;0;0
45;1;14.10.2024;21;44;26;33;22;159;3;22;5;54;4;34;27;-30;1;26;3;2,81;2;7;0;10;0;0;0
32;8;15.10.2024;13;36;55;31;6;12;2;8;4;34;2;32;32;-7;3;20;2;2,5;1;1;0;10;0;0;0
35;12;17.10.2024;23;58;28;33;2;179;7;0;1;21;1;45;42;0;3;14;1;2,54;1;32;1;10;0;0;0
35;12;17.10.2024;23;58;28;33;2;179;7;0;1;21;1;45;42;0;3;14;1;2,54;1;32;1;10;0;0;0
11;10;17.10.2024;15;40;34;27;2;73;3;4;3;29;2;31;30;-23;2;25;2;2,5;1;8;0;10;0;0;0
34;2;19.10.2024;18;41;47;43;26;211;2;19;5;43;3;27;51;-4;3;27;3;2,9;2;5;0;10;0;0;0
48;2;19.10.2024;1;34;46;29;10;62;2;17;5;41;3;32;41;9;3;29;3;2,8;2;28;1;10;0;0;0
13;1;21.10.2024;15;41;24;37;9;26;1;6;4;31;2;29;30;8;3;16;2;2,4;1;13;0;10;1;0;0
21;3;21.10.2024;8;38;30;31;14;96;3;13;4;30;2;36;90;-21;2;24;2;2,77;2;16;0;10;0;0;0
45;1;21.10.2024;21;44;26;33;29;96;3;11;4;30;2;34;80;-21;2;21;2;2,7;2;5;0;10;0;0;0
44;4;22.10.2024;12;51;28;29;8;67;4;21;5;58;5;35;26;-1;3;30;3;3,5;3;30;1;10;0;0;0
44;4;23.10.2024;12;51;28;29;9;215;4;3;2;29;2;37;28;-19;2;24;2;2,6;1;14;0;10;0;0;0
23;5;23.10.2024;14;43;27;32;31;156;5;5;3;30;2;29;30;4;3;25;2;2,6;1;27;1;10;0;1;0
45;1;23.10.2024;21;44;26;33;31;156;5;5;3;30;2;29;29;-5;3;17;2;3;2;28;1;10;1;0;1
26;8;24.10.2024;19;44;31;36;2;19;4;14;4;35;2;34;45;-3;3;26;3;2,9;2;13;0;10;0;0;0
26;8;24.10.2024;19;44;31;36;2;154;4;10;4;39;3;29;30;1;3;22;2;2,9;2;16;0;10;0;0;0
26;8;24.10.2024;19;44;31;36;2;19;4;14;4;35;2;34;45;-3;3;26;3;2,9;2;13;0;10;0;0;0
26;8;24.10.2024;19;44;31;36;2;154;4;10;4;39;3;29;30;1;3;22;2;2,9;2;16;0;10;0;0;0
31;7;25.10.2024;15;39;27;41;1;11;1;13;4;61;5;44;39;-8;3;23;2;2,4;1;1;0;10;0;0;0
48;2;25.10.2024;1;34;46;29;16;145;2;19;5;42;3;34;36;-9;3;27;3;2,8;2;3;0;10;0;0;0
31;7;26.10.2024;15;39;27;41;2;69;7;17;5;44;3;32;40;-20;2;24;2;2,9;2;4;0;10;0;0;0
27;5;28.10.2024;2;31;31;29;5;63;5;14;4;47;4;43;30;-19;2;21;2;2,7;2;2;0;10;0;0;0
11;10;28.10.2024;15;40;34;27;13;89;3;14;4;47;4;31;30;-9;3;25;2;2,75;2;4;0;10;0;0;0
25;6;28.10.2024;13;36;44;30;6;7;2;31;6;59;5;29;46;-6;3;27,7;3;2,833;2;19;0;10;0;0;1
22;2;30.10.2024;4;38;34;38;1;142;2;1;1;22;1;27;31;3;3;21;2;2,4;1;4;0;10;0;0;0
44;4;31.10.2024;12;51;28;29;17;100;4;0;1;24;1;31;30;-15;2;23;2;2,45;1;8;0;10;0;0;0
27;5;01.11.2024;2;31;31;29;9;63;5;14;4;47;4;43;30;-19;2;20;2;2,8;2;6;0;11;0;0;0
21;3;05.11.2024;8;38;30;31;29;96;3;13;4;30;2;36;90;-21;2;24;2;2,77;2;32;1;11;0;0;0
44;4;05.11.2024;12;51;28;29;21;215;4;3;2;29;2;37;28;-19;2;24;2;2,6;1;27;1;11;1;0;0
34;2;05.11.2024;18;41;47;43;41;33;2;12;4;35;2;29;30;1;3;26;3;2,8;2;16;0;11;0;0;1
11;10;05.11.2024;15;40;34;27;21;160;3;23;5;55;4;36;27;-30;1;26;3;2,81;2;30;1;11;0;0;0
21;3;06.11.2024;8;38;30;31;30;160;3;23;5;55;4;36;27;-30;1;26;3;2,81;2;31;1;11;0;0;0
44;4;06.11.2024;12;51;28;29;22;19;4;13;4;35;2;36;45;-3;3;27;3;2,6;1;26;1;11;0;0;0
40;5;06.11.2024;22;56;27;34;29;77;7;21;5;43;3;29;31;-29;2;19;2;2,85;2;14;0;11;0;0;0
25;6;09.11.2024;13;36;44;30;15;8;2;15;4;39;3;28;77;-7;3;24,7;2;2,446;1;1;0;10;0;0;0
25;6;11.11.2024;13;36;44;30;17;4;2;8;4;50;4;46;134;-51;1;2,47;1;2,616;2;1;0;11;0;0;0
3;4;11.11.2024;13;47;25;36;2;109;4;7;4;36;3;45;77;-19;2;23;2;2,45;1;3;0;11;0;0;0
37;5;11.11.2024;7;31;31;45;2;141;7;20;5;52;4;32;30;-30;1;19;2;2,95;2;1;0;11;0;0;0
46;2;11.11.2024;14;38;46;34;2;117;2;0;1;34;2;33;56;2;3;26;3;2,8;2;4;0;11;0;0;1
46;2;15.11.2024;14;38;46;34;6;199;2;23;5;49;4;26;48;-9;3;26;3;2,78;2;4;0;11;0;0;1
50;3;15.11.2024;8;45;28;32;9;101;3;1;1;36;3;32;29;12;4;14,9;1;2,59;1;1;0;11;0;0;0
46;2;16.11.2024;14;38;46;34;7;142;2;1;1;22;1;28;31;3;3;17;2;2,5;1;19;0;11;0;0;0
25;6;16.11.2024;13;36;44;30;22;1;2;1;1;44;3;28;31;1;3;27,7;3;2,568;1;1;0;11;0;0;0
22;2;17.11.2024;4;38;34;38;19;142;2;1;1;22;1;27;31;3;3;21;2;2,4;1;22;0;11;0;0;0
22;2;17.11.2024;4;38;34;38;19;185;2;0,5;1;22;1;41;-;10;3;19;2;2,4;1;37;0;11;0;0;0
27;5;17.11.2024;2;31;31;29;24;63;5;14;4;47;4;43;30;-19;2;18;2;2,6;1;22;0;11;0;0;1
11;10;18.11.2024;15;40;28;32;9;101;3;1;1;36;3;32;29;12;4;14,9;1;2,59;1;1;0;11;0;0;0
25;6;20.11.2024;13;36;44;30;26;8;2;15;4;39;3;28;77;-7;3;24,7;2;2,446;1;11;0;11;0;0;0
27;5;20.11.2024;2;31;31;29;27;63;5;14;4;47;4;43;30;-19;2;19;2;2,6;1;23;0;11;0;0;1
37;5;21.11.2024;7;31;31;45;12;141;7;20;5;52;4;32;30;-30;1;19;2;2,95;2;12;0;11;0;0;0
46;2;21.11.2024;14;38;46;34;12;117;2;0;1;34;2;33;56;2;3;26;3;2,8;2;14;0;11;0;0;0
22;2;22.11.2024;4;38;34;38;24;142;2;1;1;22;1;27;31;3;3;21;2;2,4;1;27;0;11;0;0;1
25;6;25.11.2024;13;36;44;30;31;10;2;8;4;50;4;46;134;-51;1;2,47;1;2,616;2;15;0;11;0;0;0
50;3;26.11.2024;8;45;28;32;20;101;3;1;1;36;3;32;29;12;4;14,9;1;2,59;1;12;0;11;0;0;0
37;5;27.11.2024;7;31;31;45;18;38;7;2;2;24;1;31;30;-5;3;14;1;2,55;1;5;0;11;0;0;0
23;5;28.11.2024;14;43;28;32;5;177;5;14;4;44;3;30;33;-5;3;25;2;2,7;2;14;0;11;0;0;1
23;5;28.11.2024;14;43;28;32;5;37;5;1;1;42;3;29;60;-5;3;25;2;2,8;2;2;0;11;0;0;1
25;6;29.11.2024;13;36;44;30;35;169;2;15;4;39;3;28;77;-7;3;24,7;2;2,446;1;20;0;11;0;0;0
46;2;29.11.2024;14;38;46;34;20;199;2;23;5;49;4;26;48;-9;3;26;3;2,78;2;18;0;11;0;0;0
25;6;30.11.2024;13;36;44;30;37;1;2;1;1;44;3;28;31;1;3;27,7;3;2,568;1;14;0;11;0;0;0
1;11;30.11.2024;14;41;31;32;20;139;4;2;2;43;3;41;18;-13;2;26;3;2,65;2;16;0;11;0;0;0
23;5;02.12.2024;14;43;28;32;10;65;5;14;4;52;4;27;29;-8;3;15;1;2,6;1;17;0;12;0;0;0
23;5;02.12.2024;14;43;28;32;10;156;5;5;3;30;2;29;30;4;3;25;2;2,6;1;6;0;12;0;0;0
37;5;02.12.2024;7;31;31;45;23;141;7;20;5;52;4;32;30;-30;1;19;2;2,95;2;23;0;12;0;0;0
25;6;02.12.2024;13;36;44;30;39;1;2;1;1;44;3;28;31;1;3;27,7;3;2,568;1;16;0;12;0;0;0
37;5;02.12.2024;7;31;31;45;23;38;7;2;2;24;1;31;30;-5;3;14;1;2,55;1;10;0;12;0;0;0
25;6;02.12.2024;13;36;44;30;39;4;2;8;4;50;4;46;134;-51;1;2,47;1;2,616;2;22;0;12;0;0;0
3;4;02.12.2024;13;47;25;36;23;109;4;7;4;36;3;45;77;-19;2;23;2;2,45;1;24;0;12;1;0;0
1;11;03.12.2024;14;41;31;32;23;98;4;10;4;43;3;30;77;6;3;27;3;2,7;2;24;0;12;0;0;0
50;3;03.12.2024;8;45;28;32;25;101;3;1;1;36;3;32;29;12;4;14,9;1;2,59;1;20;0;12;0;0;0
1;11;03.12.2024;14;41;31;32;23;85;4;7;4;35;2;30;22;-8;3;26;3;2,65;2;18;0;12;0;0;0
46;2;07.12.2024;14;38;46;34;28;199;2;23;5;49;4;26;48;-9;3;26;3;2,78;2;29;0;12;0;0;0
46;2;10.12.2024;14;38;46;34;31;117;2;0;1;34;2;33;56;2;3;26;3;2,8;2;33;0;12;0;0;0
3;4;10.12.2024;13;47;25;36;31;109;4;7;4;36;3;45;77;-19;2;23;2;2,45;1;32;1;12;0;0;0
